log_text,label
unable to write logs due to disk exhaustion on prod-server-2,Disk Full
unable to write logs due to disk exhaustion on frontend-app,Disk Full
unable to write logs due to disk exhaustion on payment-service,Disk Full
storage volume unavailable due to full capacity on payment-service,Disk Full
critical storage shortage detected on frontend-app,Disk Full
persistent volume capacity exceeded on prod-server-1,Disk Full
unable to write logs due to disk exhaustion on db-cluster,Disk Full
filesystem full on production server on prod-server-1,Disk Full
filesystem full on production server on k8s-node-4,Disk Full
storage volume unavailable due to full capacity on prod-server-1,Disk Full
disk allocation failure on db-cluster,Disk Full
disk usage exceeded threshold on payment-service,Disk Full
persistent volume capacity exceeded on api-gateway,Disk Full
server disk space critically low on db-cluster,Disk Full
critical storage shortage detected on frontend-app,Disk Full
server disk space critically low on frontend-app,Disk Full
filesystem full on production server on api-gateway,Disk Full
disk allocation failure on redis-cache,Disk Full
persistent volume capacity exceeded on redis-cache,Disk Full
critical storage shortage detected on kafka-broker,Disk Full
filesystem full on production server on redis-cache,Disk Full
filesystem full on production server on api-gateway,Disk Full
critical storage shortage detected on prod-server-2,Disk Full
storage volume unavailable due to full capacity on redis-cache,Disk Full
filesystem full on production server on redis-cache,Disk Full
server disk space critically low on redis-cache,Disk Full
critical storage shortage detected on frontend-app,Disk Full
persistent volume capacity exceeded on payment-service,Disk Full
persistent volume capacity exceeded on k8s-node-4,Disk Full
persistent volume capacity exceeded on kafka-broker,Disk Full
filesystem full on production server on kafka-broker,Disk Full
unable to write logs due to disk exhaustion on db-cluster,Disk Full
critical storage shortage detected on frontend-app,Disk Full
disk usage exceeded threshold on kafka-broker,Disk Full
disk allocation failure on auth-service,Disk Full
storage volume unavailable due to full capacity on k8s-node-4,Disk Full
unable to write logs due to disk exhaustion on frontend-app,Disk Full
unable to write logs due to disk exhaustion on redis-cache,Disk Full
unable to write logs due to disk exhaustion on api-gateway,Disk Full
server disk space critically low on prod-server-2,Disk Full
storage volume unavailable due to full capacity on k8s-node-4,Disk Full
persistent volume capacity exceeded on db-cluster,Disk Full
storage volume unavailable due to full capacity on redis-cache,Disk Full
unable to write logs due to disk exhaustion on redis-cache,Disk Full
disk usage exceeded threshold on kafka-broker,Disk Full
storage volume unavailable due to full capacity on payment-service,Disk Full
storage volume unavailable due to full capacity on payment-service,Disk Full
critical storage shortage detected on payment-service,Disk Full
persistent volume capacity exceeded on redis-cache,Disk Full
disk allocation failure on db-cluster,Disk Full
unable to write logs due to disk exhaustion on prod-server-2,Disk Full
critical storage shortage detected on payment-service,Disk Full
unable to write logs due to disk exhaustion on kafka-broker,Disk Full
disk usage exceeded threshold on prod-server-1,Disk Full
persistent volume capacity exceeded on prod-server-1,Disk Full
disk usage exceeded threshold on api-gateway,Disk Full
storage volume unavailable due to full capacity on prod-server-2,Disk Full
critical storage shortage detected on frontend-app,Disk Full
storage volume unavailable due to full capacity on frontend-app,Disk Full
critical storage shortage detected on api-gateway,Disk Full
persistent volume capacity exceeded on k8s-node-4,Disk Full
storage volume unavailable due to full capacity on prod-server-2,Disk Full
unable to write logs due to disk exhaustion on api-gateway,Disk Full
server disk space critically low on auth-service,Disk Full
filesystem full on production server on auth-service,Disk Full
disk usage exceeded threshold on redis-cache,Disk Full
disk usage exceeded threshold on prod-server-1,Disk Full
persistent volume capacity exceeded on auth-service,Disk Full
disk usage exceeded threshold on auth-service,Disk Full
server disk space critically low on api-gateway,Disk Full
server disk space critically low on db-cluster,Disk Full
persistent volume capacity exceeded on api-gateway,Disk Full
unable to write logs due to disk exhaustion on prod-server-2,Disk Full
server disk space critically low on kafka-broker,Disk Full
disk allocation failure on frontend-app,Disk Full
disk usage exceeded threshold on api-gateway,Disk Full
filesystem full on production server on payment-service,Disk Full
storage volume unavailable due to full capacity on db-cluster,Disk Full
filesystem full on production server on auth-service,Disk Full
critical storage shortage detected on frontend-app,Disk Full
disk usage exceeded threshold on k8s-node-4,Disk Full
server disk space critically low on prod-server-1,Disk Full
disk usage exceeded threshold on auth-service,Disk Full
persistent volume capacity exceeded on auth-service,Disk Full
storage volume unavailable due to full capacity on redis-cache,Disk Full
server disk space critically low on db-cluster,Disk Full
critical storage shortage detected on api-gateway,Disk Full
critical storage shortage detected on api-gateway,Disk Full
filesystem full on production server on frontend-app,Disk Full
storage volume unavailable due to full capacity on api-gateway,Disk Full
filesystem full on production server on payment-service,Disk Full
persistent volume capacity exceeded on frontend-app,Disk Full
critical storage shortage detected on kafka-broker,Disk Full
unable to write logs due to disk exhaustion on api-gateway,Disk Full
disk usage exceeded threshold on redis-cache,Disk Full
critical storage shortage detected on auth-service,Disk Full
unable to write logs due to disk exhaustion on payment-service,Disk Full
storage volume unavailable due to full capacity on db-cluster,Disk Full
filesystem full on production server on auth-service,Disk Full
storage volume unavailable due to full capacity on payment-service,Disk Full
disk usage exceeded threshold on frontend-app,Disk Full
critical storage shortage detected on api-gateway,Disk Full
server disk space critically low on redis-cache,Disk Full
server disk space critically low on db-cluster,Disk Full
server disk space critically low on kafka-broker,Disk Full
disk allocation failure on db-cluster,Disk Full
unable to write logs due to disk exhaustion on frontend-app,Disk Full
critical storage shortage detected on prod-server-2,Disk Full
unable to write logs due to disk exhaustion on api-gateway,Disk Full
server disk space critically low on kafka-broker,Disk Full
persistent volume capacity exceeded on api-gateway,Disk Full
storage volume unavailable due to full capacity on payment-service,Disk Full
server disk space critically low on db-cluster,Disk Full
persistent volume capacity exceeded on db-cluster,Disk Full
persistent volume capacity exceeded on api-gateway,Disk Full
persistent volume capacity exceeded on auth-service,Disk Full
server disk space critically low on payment-service,Disk Full
disk usage exceeded threshold on prod-server-2,Disk Full
critical storage shortage detected on prod-server-2,Disk Full
filesystem full on production server on kafka-broker,Disk Full
server disk space critically low on k8s-node-4,Disk Full
disk usage exceeded threshold on redis-cache,Disk Full
disk usage exceeded threshold on db-cluster,Disk Full
filesystem full on production server on prod-server-1,Disk Full
critical storage shortage detected on api-gateway,Disk Full
persistent volume capacity exceeded on api-gateway,Disk Full
